"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"GFP_int"	"norm_count"	"dose_level"
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"36"	53.5	1218.5924248662	0.345145636575149	0.352318232944637	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"37"	55	1236.86131386861	0.334875642769616	0.367198762616114	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"38"	56.5	1217.58106995885	0.333580494587328	0.351487951384148	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"39"	58	1228.70753564155	0.332309581342411	0.360584623283658	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"40"	59.5	1241.0056542811	0.344562406424583	0.370543852833002	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"41"	61	1210.33416149068	0.342281371050704	0.3455182783941	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"42"	62.5	1214.31765676568	0.341263404355553	0.348804110057884	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"43"	64	1210.27641939494	0.347223984869308	0.34547056969101	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"44"	65.5	1222.5613963039	0.33725921893087	0.355569953422472	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"45"	67	1252.72709083633	0.32711659459253	0.379944637982351	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"46"	68.5	1247.3963022508	0.322319539551206	0.375680211131434	3
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"1"	1	772.814165042235	0.30379512330052	-0.103094876354635	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"2"	2.5	798.914141414141	0.298750946224763	-0.0698800061529261	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"3"	4	807.597256857855	0.311606727086259	-0.0590699988174608	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"4"	5.5	819.190417690418	0.321393580134423	-0.0448169315293788	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"5"	7	845.336104513064	0.316286605704007	-0.0133991834978639	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"6"	8.5	858.961493582264	0.30937391184799	0.00259060535973931	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"7"	10	879.737742303307	0.312532101565008	0.0264903543545975	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"8"	11.5	893.47923681257	0.3172263743874	0.0419896076999835	4
